All http domains,All https domains,webRequest,webRequestBlocking,tabs,storage,notifications,cookies,management,contextmenus,security_policy,dynamic_code_gen_functions,whitespace %,avg_line_length,specific_characters,word_size,string_entropy,DOM_operations,DOM_change_sinks,event_handlers,HTTP_scripts,modification_callbacks,XMLHttpRequests,keyword_density,DOM_operations_density,DOM_change_sinks_density,XMLHttpRequests_density,event_handlers_density,modification_callbacks_density,HTTP_scripts_density,num_background_image,num_behavior,num_import_rules,num_external_urls,num_iframe_tags,num_form_tags,num_script_tags,num_inline_event_handlers,num_password_inputs,num_meta_refresh,num_http_urls,num_javascript_urls,num_data_urls,num_external_iframe_src,num_external_script_src,num_script_src_attrs,Extension Name,num_external_form_actions
1,1,0,0,1,1,1,0,1,0,0,25,0.5201296806287464,45.557295123570064,0.10041778898888691,3.3346953906296073,3.010648119594519,70,13,31,0,0,3,0.03828363930476102,0.002732987154960372,0.0005075547573497833,0.00011712802092687308,0.0012103228829110216,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10Xprofit - Amazon Seller Tools (FBA & FBM),
0,1,1,0,1,1,0,0,1,0,0,123,0.5190025253107312,53.31268569520948,0.07776279043608862,4.377434135166094,3.0447238320070236,245,36,52,0,0,0,0.0649755832881172,0.004089467534635286,0.0006009013520280421,0.0,0.0008679686195960608,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,
0,0,0,0,0,0,0,0,0,0,0,6,0.39653242284462703,34.7524201301874,0.06322939484769893,3.7495116087916047,2.5806853244981243,0,22,1,0,0,0,0.04182571048957348,0.0,6.934922060932747e-05,0.0,3.152237300423976e-06,0.0,0.0,5,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,Amazon ASIN Copy,
0,0,0,0,0,1,0,0,0,0,0,6,0.4118628097845538,47.35020600353149,0.11963362703875305,3.4521274357139853,3.124602984406698,187,30,21,0,0,0,0.06159252556710576,0.022012948793407885,0.003531489111241907,0.0,0.002472042377869335,0.0,0.0,272,0,0,28,1,1,10,1,0,0,9,0,0,1,0,9,Stock Informer,1.0
1,1,0,0,0,0,0,0,0,0,0,26,0.39992052393839095,36.62723573388852,0.11124385066548627,3.5147783767909213,3.1817537586730067,41,4,6,0,0,0,0.049526966080006715,0.0038800037853695467,0.0003785369546701997,0.0,0.0005678054320052995,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_appName__,
0,0,1,1,1,1,1,0,0,0,0,53,0.36649349338893067,28.171382376717865,0.09973700685231808,4.359728416693215,2.670445109220731,440,50,100,0,1,5,0.07102182223638101,0.009120494164956574,0.001036419791472338,0.0001036419791472338,0.002072839582944676,2.072839582944676e-05,0.0,207,0,0,3,0,3,33,0,0,0,0,0,0,0,0,33,__MSG_name__,
0,0,0,0,0,1,0,0,0,0,0,7,0.3467355744156275,32.6964856230032,0.08776255274761746,6.475344036697248,3.270064594832403,24,1,7,0,0,0,0.07339449541284404,0.038338658146964855,0.001597444089456869,0.0,0.011182108626198083,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Kahoot Hacker,
0,1,0,0,0,0,0,0,0,0,1,11,0.5227999894809737,53.79745416700024,0.05059067254563358,6.505061884867546,2.9822049424684067,47,17,19,0,0,1,0.06609397737407877,0.0012542363835294746,0.000453659968510661,2.6685880500627118e-05,0.0005070317295119152,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazon Search Suggestion Expander | 10xProfit,
0,0,0,0,0,1,0,0,0,0,0,0,0.2565232847493779,35.16452442159383,0.0865979381443299,6.88268156424581,3.793041837692512,33,3,9,0,0,0,0.029529130087789304,0.08483290488431877,0.007712082262210797,0.0,0.02313624678663239,0.0,0.0,0,0,0,4,0,2,1,0,0,0,1,0,0,0,0,1,InteractiveFics,
0,0,0,0,1,1,0,1,0,0,0,11,0.5703566007663523,44.126509779474794,0.09562481544861312,3.1472373729826657,2.7395876993024006,265,9,13,0,0,1,0.04919119844590556,0.010324943505026104,0.0003506584586612639,3.896205096236266e-05,0.0005065066625107146,0.0,0.0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,
0,1,1,0,1,1,0,0,0,0,0,40,0.5150707342190022,47.351891605564695,0.06560717494029404,6.661965184734394,2.8422413535321174,125,44,64,0,0,2,0.07226657207293698,0.0011616344661592648,0.0004088953320880612,1.8586151458548236e-05,0.0005947568466735436,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,
0,0,0,0,0,1,0,0,0,0,0,9,0.46062871967038,36.753142458100555,0.10918431992749099,3.392890397070082,2.879093653981991,49,3,19,0,0,0,0.04367977818700987,0.004277234636871508,0.00026187150837988826,0.0,0.0016585195530726257,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extensionName__,
0,0,0,0,0,1,0,0,0,0,1,24,0.4237869525534866,38.91558441558441,0.11266720160149561,3.8296405065946457,3.005640281486631,89,13,14,0,0,0,0.07326218632823767,0.009795289456306406,0.001430772617213295,0.0,0.0015408320493066256,0.0,0.0,15,0,0,4,0,0,8,0,0,0,0,0,0,0,0,8,Children Protection,
0,0,0,0,0,0,0,0,0,0,0,1,0.29957116602001227,23.465534465534464,0.08041658158055953,5.212650368645712,3.4243776676725335,20,3,8,0,0,0,0.02716336825766395,0.01998001998001998,0.002997002997002997,0.0,0.007992007992007992,0.0,0.0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,Shopify Search By Image,
0,0,0,0,0,0,0,0,0,0,0,0,0.28078817733990147,13.8,0.09482758620689655,6.333333333333333,3.676287347522544,1,0,0,0,0,0,0.05555555555555555,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,Good Tab,
0,0,0,0,0,0,0,0,0,0,0,1,0.34237002229049945,30.50664136622391,0.08181215735887704,6.112569060773481,3.6536815100396196,24,1,8,0,0,0,0.029696132596685083,0.04554079696394687,0.0018975332068311196,0.0,0.015180265654648957,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Edit anything - Boost any page,
0,0,0,0,1,1,0,0,0,0,0,35,0.5246908696161308,47.12938744423893,0.0862897526821291,3.8267043838464283,2.8575383549376983,417,38,91,0,0,0,0.05392798225155015,0.009074094222609075,0.0008268958764008269,0.0,0.0019801980198019802,0.0,0.0,96,1,0,1,2,0,19,0,0,0,1,0,0,0,0,19,__MSG_name__,
0,0,0,0,0,1,0,0,0,0,0,7,0.48061865010030413,58.37156970362239,0.08590102707749767,4.390353630466625,3.334244423989618,62,10,42,0,0,0,0.024691358024691357,0.03402854006586169,0.005488474204171241,0.0,0.02305159165751921,0.0,0.0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,__MSG_name__,
1,1,0,0,1,1,0,0,0,0,0,83,0.27665795657208114,75.96320433256028,0.05832143986247006,9.12227619890732,3.0132319841296953,183,18,96,0,0,13,0.0458042448592472,0.0007903294766982366,7.773732557687574e-05,5.614362402774359e-05,0.0004145990697433373,0.0,0.0,7,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,
1,1,0,0,1,1,0,0,0,0,0,3,0.2802188580443758,35.11515151515152,0.09412238595548991,6.853258696521391,3.568593832437545,54,18,27,0,0,0,0.015593762495002,0.06545454545454546,0.02181818181818182,0.0,0.03272727272727273,0.0,0.0,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,Manuals Viewer,
0,0,0,0,0,1,0,0,0,0,0,14,0.5842112549513763,42.16424590543787,0.06259048092625345,5.945376196160149,1.92573553036514,139,1,37,0,0,2,0.08013514333690748,0.0016951426236905328,1.219527067403261e-05,2.439054134806522e-05,0.0004512250149392066,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,HP Print Service Plugin,
0,0,0,0,0,0,0,0,0,0,0,0,0.3216705849813304,20.21407624633431,0.08145484718572811,5.907600596125186,3.5043102420314636,10,9,2,0,0,0,0.03576751117734724,0.02932551319648094,0.026392961876832845,0.0,0.005865102639296188,0.0,0.0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,Amazon Stock Checker & 999 Trick,
0,0,0,0,0,1,1,0,0,0,0,2,0.46418240350146095,33.64314056563951,0.09306117077664296,3.4608996387346904,3.0599114818055657,50,4,9,0,0,0,0.06178958498546128,0.004221190375685944,0.0003376952300548755,0.0,0.0007598142676234699,0.0,0.0,0,0,0,27,0,0,4,0,0,0,0,0,0,0,0,4,Amazon Price History Saver,
1,1,0,0,1,0,0,0,1,0,0,14,0.5362015307279271,46.43900884391682,0.09709054203623428,3.3599628017967436,2.894548545081526,31,5,15,0,0,1,0.041286496350364965,0.0024699227153214885,0.00039837463150346584,7.967492630069317e-05,0.0011951238945103976,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazon ASIN Lookup | 10Xprofit,
0,0,0,0,0,1,0,0,0,0,0,1,0.30097496706192356,13.908091123330715,0.07857707509881423,5.562931492299522,3.394532539808008,30,10,8,0,0,0,0.022304832713754646,0.02356637863315004,0.007855459544383346,0.0,0.006284367635506678,0.0,0.0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,Amazon Global Price Checker,
1,1,0,0,0,1,0,0,0,0,1,31,0.4162824422661524,61.454948154622386,0.07031541095405702,4.046940676752451,3.1660085766333843,101,10,51,0,0,12,0.042419938493156145,0.0010031385324381233,9.93206467760518e-05,0.00011918477613126217,0.0005065352985578642,0.0,0.0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,
1,1,0,0,0,1,0,0,0,0,0,8,0.5466468085106383,47.239100090319404,0.09691914893617021,3.265316562880378,2.9089712537749746,39,6,9,0,0,0,0.04110289837176072,0.0032022333524919944,0.0004926512849987684,0.0,0.0007389769274981525,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazon Product Scraper | 10X,
0,0,0,0,0,0,0,0,0,0,0,1,0.3182382133995037,22.89822134387352,0.08110008271298594,5.055817610062893,3.2784719037986183,20,3,8,0,0,0,0.02161949685534591,0.019762845849802372,0.0029644268774703555,0.0,0.007905138339920948,0.0,0.0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,3,SHEIN Search By Image,
0,0,0,0,1,1,0,0,0,0,0,0,0.21268592921866986,19.90357142857143,0.06325867669687125,5.546822742474917,3.189061367000931,4,0,2,0,0,0,0.02508361204013378,0.014285714285714285,0.0,0.0,0.007142857142857143,0.0,0.0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,Amazon Quick Brand Search,
0,0,0,0,0,1,0,0,0,0,0,10,0.3553671711209362,78.6407728944354,0.11494978987485603,4.19352448913827,3.502895554953114,41,8,4,0,0,8,0.059612439412513166,0.0012359076385120879,0.00024115270995357812,0.00024115270995357812,0.00012057635497678906,0.0,0.0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_appName__,
1,1,0,0,1,1,0,0,0,0,0,3,0.2993363453598219,33.91622641509434,0.06772736116215224,5.975804661487237,3.1452442568857095,33,7,11,0,0,0,0.02197558268590455,0.02490566037735849,0.005283018867924529,0.0,0.00830188679245283,0.0,0.0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,AdBlock - Ads and Youtube,
0,0,0,0,0,0,0,0,0,0,0,1,0.3176416819012797,22.834653465346534,0.0835549277048363,5.143429487179487,3.3000671415498672,20,3,8,0,0,0,0.022435897435897436,0.019801980198019802,0.0029702970297029703,0.0,0.007920792079207921,0.0,0.0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,3,BestBuy Search By Image,
0,0,0,0,1,1,0,0,0,0,0,14,0.3545923178474885,31.56806550665302,0.07726158295090212,6.6253454401894984,3.1695058175841493,36,1,15,0,0,0,0.08803789972364785,0.0368474923234391,0.0010235414534288639,0.0,0.015353121801432957,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Blooket Hacker Pro,
0,0,0,0,0,0,0,0,0,0,0,0,0.3337110481586402,34.5503355704698,0.09782813975448536,5.042910447761194,3.7063063895963726,7,4,4,0,0,0,0.08395522388059702,0.04697986577181208,0.026845637583892617,0.0,0.026845637583892617,0.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,
0,0,0,0,0,1,0,0,0,0,0,6,0.3106304242477642,91.09330628803245,0.0723379884576413,4.309411337209302,3.1238025395325764,42,26,25,0,0,0,0.012718023255813954,0.08519269776876268,0.05273833671399594,0.0,0.05070993914807302,0.0,0.0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,Font Expert: Identify Fonts from Images & Websites,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0.32428663376957734,17.073643410852714,0.07627118644067797,6.34440344403444,2.959890010501071,6,0,6,0,0,0,0.041820418204182044,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,2,Amazon Ads Blocker,
